9.5855,-0.82222,1.8708,9.67,-0.62598,1.7673,-0.36461,1.183,-0.44071,0.97214,0.72939,4.0873
9.8017,-0.058111,0.83385,9.8845,0.055461,0.65456,-0.25817,1.1634,-0.56148,1.4597,1.4749,5.5851
9.8338,0.18153,0.44078,9.9138,0.27876,0.23512,-0.28434,1.1394,-0.58362,0.77573,0.6186,2.7621
9.8214,-0.081415,0.67725,9.9022,0.025013,0.47807,-0.32609,1.151,-0.55354,0.16233,0.51178,2.1887
9.6073,0.089457,2.1932,9.7044,0.26038,2.0918,-0.24126,1.2059,-0.41155,0.5484,0.76797,3.5195
9.7736,-0.61369,0.91856,9.8557,-0.47791,0.74588,-0.37835,1.1527,-0.53238,0.62259,0.36919,2.7381
9.741,-0.4615,1.3387,9.8243,-0.30205,1.194,-0.28148,1.1791,-0.50762,1.404,1.2082,4.2115
9.6533,-1.252,1.3928,9.7426,-1.0726,1.2656,-0.40426,1.1621,-0.49001,0.47108,0.33267,3.674
9.6455,-0.78989,1.7226,9.7351,-0.59575,1.6062,-0.32065,1.1863,-0.45906,0.80675,0.7585,3.5024
9.8234,-0.078514,0.65387,9.8964,0.032394,0.45635,-0.33673,1.1607,-0.57325,1.1103,1.0726,3.2594
